,feature_index,accuracy
0,0,0.5925925925925926
1,1,0.5925925925925926
2,2,0.5925925925925926
3,6,0.6234567901234568
4,3,0.6337448559670782
5,4,0.6378600823045267
6,5,0.6419753086419753
7,7,0.6378600823045267
8,10,0.6440329218106996
9,11,0.6440329218106996
10,8,0.6399176954732511
11,12,0.654320987654321
12,9,0.6399176954732511
