,unigramCost,bigramCost
0,8.756180044567314,12.108483874559752
1,8.986348650387262,12.089077396906752
2,9.58692778283432,12.298256284594775
3,9.457139052521633,12.371628327372184
4,9.220101620928181,12.181876352543304
5,9.859948508322656,12.28432909309514
6,8.770865445140872,12.082635157003587
7,9.086023431228377,12.130346437684631
8,9.472175794494245,12.05782999151046
9,8.988365530149242,12.163177255715144
10,8.945051341272862,12.163255270851046
11,9.49870547863589,12.26965780633225
12,9.733040967622385,12.07913302550198
13,13.948899333001043,12.618184023472038
14,13.011992495275688,12.386134018558852
15,8.113453858652948,11.963099247578565
16,11.006074470728809,12.321988774426933
17,9.623508673843785,12.27087898329201
18,8.046090929866368,11.823263097290534
19,11.037528009463992,12.412470790620677
20,9.61796019875162,12.332287174026826
21,10.572345364305153,12.2963469079002
22,8.80339857945196,12.185340772708024
23,8.035869088385091,12.17689095393339
24,9.618729771546157,12.2869387379965
25,9.13991076604722,12.287451397350164
26,11.246752241469691,12.446162806054275
27,9.443315736999525,12.216729256195855
28,9.244353322751069,12.191114708091423
29,8.761449728483866,12.195170684702124
30,8.749143787541016,12.036910837722816
31,9.743532999010824,12.276716511457376
32,9.139919452879534,12.230321665106112
33,9.726378479214254,12.303835023951866
34,8.649622531802697,12.00844471272532
35,11.288023495918791,12.154007904445187
36,9.998969591591338,12.29913168654542
37,9.049315741544858,12.237699345643337
38,10.501663031980893,12.410434230872758
39,9.676484271450512,12.2710083591582
40,10.361338719546705,12.387021914052793
41,8.901493194956803,12.082236506972013
42,9.58016251802669,12.164582947988302
43,8.351553820694704,12.102620271306778
44,9.848001857671436,12.370433604678315
45,9.193196945606811,12.026887881558062
46,8.89811943885501,12.073561053496094
47,8.730562414181124,12.197799355982736
48,11.158312749914762,12.46559375713727
49,8.878651404459289,12.043055929494573
50,8.257143399385212,11.971265874865828
51,16.04745003927944,12.687354901630114
52,9.839196873877995,12.357431401475806
53,9.929998923967672,12.205052264070694
54,9.30494765213396,12.203454863324666
55,9.859882402684164,12.109580521098021
56,9.668988778354855,12.189332962604219
57,8.96207317130814,12.08673809507918
58,12.105590947261437,12.486823744272078
59,9.852884327009871,12.330103198787404
60,11.934609043486843,12.435398206287427
61,8.839272009496412,12.138009999859126
62,10.439084918948174,12.424858955239591
63,8.75432617480732,12.218890856897028
64,9.333685349067423,12.438940793022072
65,9.25554380987711,12.332709135762114
66,8.428543949663673,11.909181372015189
67,11.23876103069248,12.30741870334831
68,9.549724357449586,12.249628761696998
69,10.726254911575834,12.28388454149212
70,8.633128003289473,12.025976518120487
71,7.8627071631252825,11.886925492231105
72,9.6150322459792,12.202366286137604
73,8.616041631949587,12.172334407541648
74,8.878824389651037,12.206482609496982
75,9.833204458328634,12.19768496108425
76,8.725220506714544,12.231128612368579
77,9.130189473285728,12.084080705907512
78,11.46696268416067,12.163242685299936
79,11.464195841358235,12.621797106459123
80,11.376730000877599,12.430300924411336
81,9.845535875546442,12.341243955678406
82,8.290713026004841,11.973329360220932
83,9.847299995090125,12.125524769589246
84,10.096917684254858,12.211892274797332
85,9.246540229091536,12.30217331730207
86,8.973324606076693,12.066526433444006
87,9.937993104987259,12.129984281852533
88,10.91046657761298,12.342843975402117
89,9.289614036987803,12.277103811882712
90,8.615403699889539,11.905652601158392
91,10.205015184680697,12.338116984358825
92,9.643066262910983,12.259218367577922
93,9.42439135037259,12.196800006327141
94,9.699332826716464,12.438979451055767
95,9.423300052345407,12.217149035468378
96,9.169232452600426,12.371046814313267
97,8.647603438651162,11.945993583882766
98,9.750459512909423,12.285477911549465
99,9.732869541317095,12.316835723410263
100,8.418657271396246,12.559547094140322
101,9.110138484433413,12.13100624593292
102,9.349914380648837,12.366948404388506
103,9.797649830332212,12.057025547209703
104,9.307012870571873,12.172969169074582
105,12.53805531788979,12.479774377131568
106,8.95770440663406,12.202110834450709
107,10.971442227882552,12.305237507880179
108,12.875697752243616,12.637902399291262
109,10.662066225923821,12.2632559829951
110,11.745976292610063,12.46080338421157
111,9.297388012376295,12.240842062058983
112,11.697548903142966,12.319907429810023
113,9.957328865781733,12.026361236181451
114,13.29070469823521,12.642998459603897
115,8.45846617393126,11.9718936745277
116,10.028516925370862,12.296905224615777
117,9.772470042792106,12.508882091214803
118,13.212608874477409,12.551648566845648
119,10.036951903178545,12.496538708144506
120,8.528121082932735,11.994153086289371
121,9.865287938077053,12.291934198896
122,14.606421705613712,12.60172998033898
123,9.709042114037057,12.233775030284368
124,10.078829677428132,12.240875794901049
125,9.297547773951463,12.339586186284679
126,9.467450802388493,12.209425004641497
127,7.725463324871817,11.776150568958938
128,8.432551817825683,12.130284112990312
129,10.362642246512165,12.237030377476765
130,8.843216409615584,12.151057426628665
131,10.293075430665755,12.246695979451436
132,9.493740447259695,12.443620180278991
133,9.208340658668071,12.254279230827422
134,9.675786118079035,12.372606412253681
135,10.484790779149785,12.364092599745335
136,9.901710310344576,12.045033258482787
137,9.762037953887583,12.309324776578919
138,10.790235182839897,12.285380781131371
139,8.902432209711767,12.189848113340037
140,8.453069791262328,11.977662591599659
141,12.748385292885905,12.533233274629794
142,9.402622877541992,12.23250658635254
143,8.751799282190195,12.224867459313478
144,9.176999144272875,12.23194502051772
145,10.700871129151494,12.300849608952326
146,8.971402205111632,12.242203877586581
147,9.708959977230334,12.161801709389266
148,8.752530511227054,12.051178948791163
149,9.732870622631385,12.047493490687563
150,9.49987185307298,12.234893548956467
151,9.133807829928065,12.114256091584535
152,8.24893979938075,12.092849604780069
153,9.173135491083402,12.139953439554052
154,8.718738706888857,12.047496118742936
155,10.346616327298074,12.280114951253351
156,9.864991633145992,12.407062970467319
157,10.79550504924565,12.293012862222158
158,10.051136375604008,12.02387671148854
159,8.441348320535615,12.001586485586246
160,9.600532578746837,12.259187317152666
161,8.304867506580614,11.977854374104423
162,9.642826620213,12.344040240341595
163,9.774401637048207,12.286152670477234
164,14.058689241420376,12.431209963223926
165,9.556993623264345,12.498242230786321
166,8.724551629499762,11.853438044203736
167,10.190642339991392,12.387837207515245
168,11.121445732130837,12.527285352244926
169,12.807742891858759,12.319306238382756
170,9.290066187473785,12.30018936779815
171,9.131486894446677,12.244341607393748
172,14.472030935921914,12.540186278214222
173,9.443834001367879,12.165673744152777
174,9.104748014580572,12.128155593238994
175,8.809094905056877,12.170998286164872
176,8.687270216745258,11.940168408688969
177,12.68263219095238,12.356346387059414
178,12.200863968281563,12.4066102643354
179,8.721450549090527,12.08743813489269
180,10.770533830949866,12.447130784544301
181,12.273088184723658,12.647799356780839
182,9.825243627323367,12.250735040792051
183,8.886297963292716,12.196208713869703
184,10.129716534360902,12.38335527100947
185,9.289538854849354,12.260088826273444
186,9.825887613924516,12.301590456410677
